genre,color,top,left,font_size,run_date
deep adult standards,"rgb(89, 143, 10)",16633px,635px,101%,20211202
slovenske chvaly,"rgb(112, 152, 12)",12892px,589px,100%,20211202
wrock,"rgb(138, 132, 17)",10532px,678px,100%,20211202
disney espanol,"rgb(124, 139, 21)",12532px,718px,100%,20211202
instrumental math rock,"rgb(183, 118, 173)",9714px,503px,101%,20211202
dark cabaret,"rgb(136, 134, 36)",12546px,599px,101%,20211202
gyerekdalok,"rgb(101, 150, 7)",12090px,993px,100%,20211202
la pop,"rgb(149, 144, 19)",6768px,767px,105%,20211202
australian indie,"rgb(170, 131, 29)",6992px,523px,105%,20211202
russian rock,"rgb(167, 123, 18)",7952px,715px,104%,20211202
classic icelandic pop,"rgb(130, 139, 14)",10902px,745px,101%,20211202
j-core,"rgb(220, 108, 100)",2104px,567px,100%,20211202
persian alternative,"rgb(126, 147, 44)",12396px,644px,100%,20211202
indie rock,"rgb(164, 125, 57)",9923px,454px,112%,20211202
portuguese rock,"rgb(162, 130, 39)",7854px,557px,101%,20211202
japanese garage rock,"rgb(214, 85, 48)",9744px,314px,100%,20211202
humppa,"rgb(143, 128, 5)",12041px,867px,100%,20211202
gothic post-punk,"rgb(178, 119, 93)",6262px,454px,100%,20211202
classic opm,"rgb(113, 151, 16)",12782px,546px,103%,20211202
polish psychedelia,"rgb(140, 138, 140)",11309px,385px,100%,20211202
samurai trap,"rgb(188, 139, 102)",3466px,771px,100%,20211202
keroncong,"rgb(128, 154, 16)",10233px,618px,100%,20211202
martial industrial,"rgb(141, 120, 125)",10778px,312px,100%,20211202
underground hip hop,"rgb(161, 138, 16)",7856px,975px,115%,20211202
french garage rock,"rgb(203, 102, 76)",7376px,333px,100%,20211202
electro swing,"rgb(179, 131, 83)",2648px,1126px,102%,20211202
landler,"rgb(117, 166, 99)",14222px,894px,100%,20211202
idaho hip hop,"rgb(152, 139, 11)",8593px,1056px,100%,20211202
appenzeller folk,"rgb(119, 166, 64)",14186px,496px,100%,20211202
early reggae,"rgb(132, 141, 53)",10039px,1142px,100%,20211202
deep g funk,"rgb(158, 132, 21)",3863px,1156px,100%,20211202
latin classical,"rgb(64, 155, 123)",18868px,764px,101%,20211202
dhrupad,"rgb(87, 143, 77)",17215px,479px,100%,20211202
jazzcore,"rgb(185, 97, 129)",11570px,450px,100%,20211202
blues rock,"rgb(153, 118, 33)",12818px,771px,111%,20211202
sky room,"rgb(219, 121, 88)",1985px,726px,102%,20211202
min'yo,"rgb(91, 158, 27)",15548px,664px,100%,20211202
pirate,"rgb(206, 93, 25)",7731px,415px,101%,20211202
thai psychedelic,"rgb(157, 123, 65)",13817px,728px,100%,20211202
uyghur folk,"rgb(124, 145, 51)",12520px,745px,100%,20211202
german pop,"rgb(163, 130, 13)",6794px,776px,110%,20211202
deep surf music,"rgb(180, 123, 154)",10320px,510px,100%,20211202
twin cities indie,"rgb(155, 128, 36)",9801px,557px,100%,20211202
baltimore indie,"rgb(153, 134, 78)",10332px,442px,102%,20211202
latin christian,"rgb(151, 140, 19)",8346px,651px,105%,20211202
myanmar indie,"rgb(173, 128, 15)",7145px,655px,100%,20211202
classic italian pop,"rgb(122, 143, 10)",13904px,675px,105%,20211202
french reggae,"rgb(175, 130, 14)",7651px,993px,103%,20211202
danish folk,"rgb(97, 163, 72)",15151px,615px,100%,20211202
oslo indie,"rgb(150, 136, 54)",9557px,438px,100%,20211202
t-pop girl group,"rgb(197, 121, 45)",2538px,638px,100%,20211202
neo metal,"rgb(215, 98, 45)",4803px,405px,100%,20211202
hammond organ,"rgb(129, 135, 121)",13432px,886px,100%,20211202
french experimental rock,"rgb(154, 124, 107)",11718px,481px,100%,20211202
rock en espanol,"rgb(176, 126, 14)",6546px,693px,116%,20211202
redneck,"rgb(178, 132, 5)",4446px,855px,105%,20211202
igbo worship,"rgb(175, 136, 33)",8679px,981px,100%,20211202
oberkrainer,"rgb(155, 142, 79)",12473px,962px,100%,20211202
lapland hip hop,"rgb(179, 123, 6)",6521px,1034px,100%,20211202
focus trance,"rgb(183, 150, 213)",410px,1230px,100%,20211202
dutch trance,"rgb(209, 122, 116)",1998px,718px,103%,20211202
geek rock,"rgb(145, 126, 13)",9148px,872px,100%,20211202
classical saxophone,"rgb(43, 168, 173)",18378px,375px,100%,20211202
indian percussion,"rgb(161, 117, 119)",12725px,1043px,100%,20211202
deep vocal house,"rgb(202, 122, 48)",1442px,944px,100%,20211202
latin american baroque,"rgb(40, 164, 72)",19080px,350px,100%,20211202
gabba,"rgb(228, 88, 79)",2355px,572px,101%,20211202
corsican folk,"rgb(96, 153, 22)",15270px,516px,100%,20211202
kundiman,"rgb(93, 156, 33)",14701px,523px,100%,20211202
doomcore,"rgb(224, 80, 148)",2223px,562px,100%,20211202
canadian soundtrack,"rgb(61, 157, 191)",14846px,212px,102%,20211202
ska mexicano,"rgb(200, 114, 24)",7427px,783px,103%,20211202
riddim dubstep,"rgb(209, 124, 64)",3942px,998px,100%,20211202
vancouver indie,"rgb(156, 131, 48)",9670px,471px,103%,20211202
indiana indie,"rgb(158, 131, 55)",10544px,496px,100%,20211202
indonesian pop,"rgb(151, 141, 18)",7732px,615px,109%,20211202
yakut pop,"rgb(154, 143, 15)",6109px,849px,100%,20211202
chinese r&b,"rgb(135, 145, 9)",8457px,738px,101%,20211202
rare groove,"rgb(163, 117, 66)",10311px,942px,100%,20211202
pacific islands pop,"rgb(159, 137, 15)",5629px,968px,103%,20211202
christchurch indie,"rgb(155, 137, 68)",8654px,479px,100%,20211202
spanish post-punk,"rgb(192, 112, 86)",5709px,333px,100%,20211202
reggae gaucho,"rgb(160, 140, 12)",5530px,996px,101%,20211202
urban contemporary,"rgb(158, 134, 7)",5013px,932px,118%,20211202
contemporary r&b,"rgb(151, 136, 6)",4853px,912px,108%,20211202
kompa,"rgb(184, 133, 19)",6728px,938px,100%,20211202
chamame,"rgb(126, 143, 17)",14113px,1021px,101%,20211202
modern progressive rock,"rgb(137, 142, 68)",10011px,321px,100%,20211202
south carolina metal,"rgb(214, 74, 137)",8999px,167px,100%,20211202
italian hardcore,"rgb(231, 62, 71)",9633px,232px,100%,20211202
singaporean metal,"rgb(226, 56, 103)",9780px,192px,100%,20211202
german hard rock,"rgb(207, 101, 33)",6237px,283px,102%,20211202
metal,"rgb(217, 81, 57)",7829px,233px,112%,20211202
post-grunge,"rgb(203, 112, 13)",4459px,317px,112%,20211202
slovenian metal,"rgb(220, 77, 92)",5635px,197px,100%,20211202
iranian metal,"rgb(205, 92, 112)",6421px,188px,100%,20211202
classical tenor,"rgb(74, 150, 16)",19725px,272px,101%,20211202
murga,"rgb(180, 96, 1)",14125px,904px,100%,20211202
samba gospel,"rgb(170, 134, 6)",10001px,762px,100%,20211202
chicago pop punk,"rgb(215, 96, 23)",5066px,293px,101%,20211202
canadian contemporary country,"rgb(173, 134, 3)",5451px,521px,103%,20211202
canadian metal,"rgb(218, 82, 63)",7669px,239px,104%,20211202
rakugo,"rgb(78, 99, 30)",17427px,1227px,100%,20211202
uk post-metal,"rgb(160, 121, 173)",9430px,126px,100%,20211202
usbm,"rgb(202, 61, 170)",10481px,55px,100%,20211202
nyc metal,"rgb(205, 83, 140)",9060px,138px,100%,20211202
alabama metal,"rgb(220, 82, 72)",6509px,232px,100%,20211202
opera,"rgb(53, 152, 33)",20086px,329px,100%,20211202
carnatic vocal,"rgb(124, 136, 23)",17877px,720px,100%,20211202
folklore boliviano,"rgb(154, 136, 17)",12115px,898px,101%,20211202
background jazz,"rgb(65, 159, 157)",17956px,836px,103%,20211202
rap algerien,"rgb(165, 136, 2)",9167px,1066px,102%,20211202
nwobhm,"rgb(219, 80, 43)",9023px,244px,103%,20211202
rock nacional feminino,"rgb(178, 123, 41)",6838px,276px,100%,20211202
islamic recitation,"rgb(59, 166, 2)",19386px,834px,101%,20211202
chinese wind,"rgb(50, 172, 136)",18459px,387px,100%,20211202
orthodox chant,"rgb(44, 161, 57)",20056px,176px,100%,20211202
c64,"rgb(171, 138, 149)",3519px,865px,100%,20211202
bleep techno,"rgb(166, 130, 172)",2422px,1068px,100%,20211202
experimental club,"rgb(179, 123, 147)",4486px,884px,100%,20211202
deep idm,"rgb(153, 132, 175)",5380px,851px,100%,20211202
glitch beats,"rgb(152, 135, 167)",4816px,910px,100%,20211202
japanese idm,"rgb(159, 128, 157)",6596px,851px,100%,20211202
experimental techno,"rgb(178, 136, 196)",2395px,985px,100%,20211202
braindance,"rgb(172, 134, 188)",3057px,968px,101%,20211202
czech electronic,"rgb(173, 145, 170)",2154px,1053px,100%,20211202
guzheng,"rgb(54, 167, 173)",19571px,846px,100%,20211202
canzone genovese,"rgb(94, 150, 13)",15760px,607px,101%,20211202
musique tahitienne,"rgb(143, 141, 37)",9628px,853px,100%,20211202
finnish modern jazz,"rgb(106, 148, 128)",14406px,629px,100%,20211202
anti-folk,"rgb(141, 130, 43)",12991px,576px,104%,20211202
musica costarricense,"rgb(147, 141, 26)",10049px,861px,100%,20211202
cornwall indie,"rgb(151, 132, 37)",10927px,462px,100%,20211202
kansai indie,"rgb(184, 123, 28)",5758px,510px,100%,20211202
brazilian indie,"rgb(158, 132, 30)",9542px,849px,102%,20211202
ann arbor indie,"rgb(139, 139, 32)",10357px,557px,102%,20211202
soul,"rgb(114, 132, 17)",14398px,836px,114%,20211202
christian a cappella,"rgb(82, 146, 8)",15098px,444px,100%,20211202
okc indie,"rgb(158, 128, 44)",9862px,405px,100%,20211202
math rock,"rgb(174, 114, 119)",11358px,492px,101%,20211202
alternative americana,"rgb(120, 146, 37)",12831px,579px,102%,20211202
icelandic singer-songwriter,"rgb(114, 146, 25)",12855px,589px,101%,20211202
new orleans indie,"rgb(144, 134, 61)",11998px,454px,100%,20211202
italo dance,"rgb(210, 122, 43)",1264px,1010px,103%,20211202
moombahton,"rgb(207, 126, 64)",2191px,1008px,104%,20211202
serbian alternative rock,"rgb(192, 109, 47)",7572px,534px,100%,20211202
indonesian hardcore,"rgb(230, 69, 71)",7547px,336px,100%,20211202
children's folk,"rgb(98, 148, 8)",12310px,1036px,101%,20211202
sami,"rgb(105, 149, 31)",12544px,564px,100%,20211202
german dark minimal techno,"rgb(193, 132, 214)",423px,1122px,100%,20211202
junior songfestival,"rgb(171, 142, 59)",3307px,894px,100%,20211202
new wave pop,"rgb(166, 126, 21)",5931px,685px,114%,20211202
vlaamse kinderliedje,"rgb(154, 132, 9)",9405px,1021px,101%,20211202
solo wave,"rgb(144, 136, 39)",9533px,512px,102%,20211202
rap francais nouvelle vague,"rgb(130, 152, 28)",8742px,1015px,100%,20211202
japanese ska,"rgb(214, 105, 43)",5325px,596px,100%,20211202
viking folk,"rgb(118, 145, 101)",11333px,440px,101%,20211202
australian post-punk,"rgb(179, 104, 82)",9707px,350px,100%,20211202
southern soul,"rgb(130, 130, 15)",12461px,836px,106%,20211202
harlem hip hop,"rgb(183, 115, 9)",9204px,1040px,102%,20211202
souldies,"rgb(132, 131, 19)",12458px,733px,101%,20211202
miami hip hop,"rgb(177, 132, 7)",3784px,1062px,110%,20211202
vintage western,"rgb(92, 137, 72)",16025px,1120px,100%,20211202
cancoes infantis,"rgb(148, 145, 3)",8193px,1068px,100%,20211202
brazilian contemporary classical,"rgb(54, 162, 179)",18830px,618px,100%,20211202
christian relaxative,"rgb(68, 166, 139)",14744px,557px,102%,20211202
hard dance,"rgb(241, 90, 180)",834px,757px,100%,20211202
faroese folk,"rgb(72, 156, 48)",15522px,594px,100%,20211202
vintage gospel,"rgb(78, 136, 26)",18856px,938px,100%,20211202
rock uruguayo,"rgb(168, 128, 20)",8101px,626px,102%,20211202
classic rock,"rgb(153, 120, 25)",11927px,693px,123%,20211202
indie cantabria,"rgb(188, 119, 50)",6299px,532px,100%,20211202
aggro chileno,"rgb(207, 97, 27)",7376px,467px,100%,20211202
swedish alternative rock,"rgb(195, 112, 17)",5312px,467px,103%,20211202
indian indie,"rgb(146, 143, 57)",7977px,718px,102%,20211202
tucson indie,"rgb(134, 136, 73)",12396px,530px,100%,20211202
rva indie,"rgb(151, 135, 49)",10668px,527px,100%,20211202
muzika l'yeladim,"rgb(100, 148, 6)",13188px,1051px,100%,20211202
london on indie,"rgb(184, 106, 41)",7596px,395px,100%,20211202
twee indie pop,"rgb(160, 135, 53)",8864px,536px,100%,20211202
dunedin indie,"rgb(148, 130, 80)",11889px,450px,100%,20211202
spanish electropop,"rgb(195, 123, 45)",1954px,926px,100%,20211202
tunisian pop,"rgb(176, 125, 9)",7279px,767px,100%,20211202
egyptian alternative,"rgb(142, 141, 25)",9332px,715px,101%,20211202
nz pop,"rgb(137, 146, 15)",7132px,785px,105%,20211202
kazakh pop,"rgb(170, 139, 19)",4498px,906px,102%,20211202
metal catala,"rgb(214, 92, 79)",5808px,274px,100%,20211202
motown,"rgb(142, 125, 14)",11345px,816px,110%,20211202
r&b,"rgb(153, 139, 6)",5597px,920px,121%,20211202
narodno zabavna,"rgb(147, 140, 33)",12008px,971px,100%,20211202
cabaret,"rgb(66, 145, 18)",19147px,844px,100%,20211202
acidcore,"rgb(224, 122, 176)",900px,1013px,100%,20211202
polish contemporary classical,"rgb(34, 157, 143)",19263px,268px,100%,20211202
gaming edm,"rgb(194, 135, 77)",2766px,699px,105%,20211202
cedm,"rgb(182, 136, 52)",3242px,699px,101%,20211202
gochiusa,"rgb(180, 134, 73)",3427px,688px,100%,20211202
string folk,"rgb(68, 172, 138)",16157px,702px,100%,20211202
dubstep,"rgb(219, 121, 63)",3427px,778px,103%,20211202
goa trance,"rgb(221, 123, 190)",820px,874px,100%,20211202
japanese concert band,"rgb(103, 134, 171)",16116px,409px,100%,20211202
musikkorps,"rgb(121, 115, 154)",17030px,823px,100%,20211202
cambodian rock,"rgb(137, 136, 66)",13236px,574px,100%,20211202
shonen,"rgb(180, 121, 83)",4909px,450px,101%,20211202
danish singer-songwriter,"rgb(117, 150, 32)",12880px,562px,100%,20211202
alternative r&b,"rgb(136, 146, 25)",8394px,876px,113%,20211202
post-rock,"rgb(123, 139, 173)",11085px,265px,102%,20211202
korean old school hip hop,"rgb(182, 117, 37)",5163px,1084px,101%,20211202
baltic post-punk,"rgb(173, 130, 73)",4948px,521px,100%,20211202
classic russian pop,"rgb(155, 131, 10)",8320px,819px,102%,20211202
south african jazz,"rgb(133, 141, 52)",10876px,876px,100%,20211202
british soul,"rgb(153, 137, 16)",6083px,859px,112%,20211202
classic dutch pop,"rgb(157, 134, 27)",7230px,715px,100%,20211202
trap queen,"rgb(165, 141, 3)",4631px,1142px,107%,20211202
belgian electronic,"rgb(164, 141, 147)",2435px,1032px,100%,20211202
colombian electronic,"rgb(183, 139, 207)",1400px,1077px,100%,20211202
latvian electronic,"rgb(171, 142, 162)",1692px,1135px,100%,20211202
mandible,"rgb(114, 133, 184)",11321px,379px,100%,20211202
korean electronic,"rgb(187, 138, 170)",2228px,964px,100%,20211202
melodipop,"rgb(157, 136, 13)",6980px,821px,100%,20211202
grunge brasileiro,"rgb(195, 115, 56)",5251px,438px,100%,20211202
neoclassicism,"rgb(34, 154, 158)",19799px,379px,101%,20211202
quatuor a cordes,"rgb(29, 164, 107)",19512px,383px,100%,20211202
brain waves,"rgb(42, 79, 201)",15813px,117px,101%,20211202
portsmouth indie,"rgb(179, 121, 39)",7941px,469px,100%,20211202
experimental classical,"rgb(44, 162, 187)",17651px,213px,101%,20211202
bolero,"rgb(104, 147, 13)",15469px,844px,108%,20211202
volkspop,"rgb(164, 129, 18)",7700px,928px,101%,20211202
euskal rock,"rgb(173, 124, 19)",8247px,536px,101%,20211202
baroque pop,"rgb(136, 135, 36)",12371px,557px,106%,20211202
futurepop,"rgb(205, 119, 88)",1469px,678px,101%,20211202
classic persian pop,"rgb(121, 145, 32)",14002px,644px,101%,20211202
slowcore,"rgb(101, 150, 93)",13052px,465px,102%,20211202
panamanian indie,"rgb(163, 135, 32)",7412px,607px,100%,20211202
idaho indie,"rgb(155, 131, 54)",11039px,421px,100%,20211202
psalmen,"rgb(58, 152, 166)",17877px,151px,100%,20211202
swedish indie pop,"rgb(151, 141, 45)",8088px,512px,103%,20211202
chinese indie pop,"rgb(151, 144, 51)",5734px,620px,100%,20211202
slovak punk,"rgb(194, 113, 11)",7339px,527px,101%,20211202
tuareg guitar,"rgb(152, 142, 60)",12077px,853px,100%,20211202
political hip hop,"rgb(182, 114, 14)",10249px,1002px,103%,20211202
western swing,"rgb(94, 138, 35)",15892px,1042px,100%,20211202
vinahouse,"rgb(175, 136, 6)",6832px,805px,100%,20211202
portland hip hop,"rgb(158, 132, 24)",9615px,1004px,103%,20211202
chinese metal,"rgb(198, 107, 93)",4722px,308px,100%,20211202
croatian hip hop,"rgb(181, 128, 22)",7079px,1047px,100%,20211202
bornesange,"rgb(124, 143, 9)",10593px,1102px,101%,20211202
uk dub,"rgb(142, 150, 82)",2977px,1213px,100%,20211202
atlantic canada hip hop,"rgb(163, 133, 12)",8992px,1040px,100%,20211202
barockinterpreten,"rgb(41, 161, 88)",18498px,354px,100%,20211202
rap nacional antigo,"rgb(159, 130, 26)",7276px,1131px,101%,20211202
contemporary classical,"rgb(31, 154, 139)",19442px,340px,101%,20211202
chinderlieder,"rgb(118, 131, 7)",12335px,1104px,101%,20211202
russian romance,"rgb(89, 147, 14)",16766px,596px,100%,20211202
lombok indie,"rgb(160, 137, 18)",6695px,560px,100%,20211202
korean superband,"rgb(128, 150, 47)",11949px,562px,100%,20211202
ok indie,"rgb(148, 134, 38)",9986px,541px,100%,20211202
american romanticism,"rgb(55, 147, 165)",19054px,481px,100%,20211202
pop argentino,"rgb(170, 139, 5)",5201px,825px,105%,20211202
quartetto d'archi,"rgb(56, 163, 86)",15919px,446px,100%,20211202
rap napoletano,"rgb(169, 132, 20)",8081px,932px,104%,20211202
classic finnish pop,"rgb(124, 142, 6)",12634px,718px,101%,20211202
dutch blues,"rgb(152, 129, 33)",11521px,589px,100%,20211202
funk melody,"rgb(194, 125, 8)",2636px,1058px,101%,20211202
ambient worship,"rgb(90, 158, 151)",12743px,256px,103%,20211202
italian rockabilly,"rgb(190, 115, 47)",9604px,736px,100%,20211202
rochester mn indie,"rgb(151, 130, 57)",10110px,488px,101%,20211202
denver indie,"rgb(156, 134, 49)",10073px,477px,100%,20211202
russian alternative rock,"rgb(178, 116, 36)",7437px,488px,101%,20211202
musica feirense,"rgb(164, 141, 11)",8193px,946px,100%,20211202
american early music,"rgb(29, 163, 50)",19500px,304px,100%,20211202
nouvelle chanson francaise,"rgb(131, 145, 31)",10159px,731px,103%,20211202
modern alternative pop,"rgb(143, 144, 14)",6918px,788px,104%,20211202
charlotte nc indie,"rgb(168, 125, 41)",9012px,448px,100%,20211202
instrumental stoner rock,"rgb(171, 123, 158)",10851px,312px,100%,20211202
british children's music,"rgb(123, 139, 17)",10901px,1069px,101%,20211202
spanish indie pop,"rgb(167, 132, 40)",6955px,496px,103%,20211202
girl group,"rgb(183, 127, 9)",2448px,914px,107%,20211202
maine hip hop,"rgb(168, 132, 34)",6804px,964px,100%,20211202
via,"rgb(131, 133, 9)",12409px,618px,100%,20211202
chicha,"rgb(174, 141, 33)",9977px,991px,102%,20211202
pinoy praise,"rgb(117, 150, 11)",11558px,460px,100%,20211202
modern dream pop,"rgb(162, 136, 103)",5892px,346px,103%,20211202
zenonesque,"rgb(177, 144, 192)",938px,1199px,100%,20211202
smooth soul,"rgb(149, 138, 24)",5055px,964px,100%,20211202
tone,"rgb(38, 171, 214)",17348px,136px,101%,20211202
nu gaze,"rgb(174, 122, 128)",5990px,232px,102%,20211202
persian neo-traditional,"rgb(78, 160, 153)",17016px,532px,100%,20211202
deep christian rock,"rgb(141, 130, 19)",8766px,584px,101%,20211202
vocal ensemble,"rgb(34, 165, 24)",19512px,241px,100%,20211202
mundart,"rgb(163, 132, 11)",7757px,859px,101%,20211202
classic hardstyle,"rgb(229, 101, 70)",2196px,612px,103%,20211202
christian afrobeat,"rgb(172, 136, 6)",6572px,918px,100%,20211202
christian pop,"rgb(155, 141, 14)",6645px,521px,104%,20211202
pops orchestra,"rgb(76, 147, 146)",16289px,312px,100%,20211202
pittsburgh indie,"rgb(160, 126, 46)",10741px,458px,101%,20211202
japanese dance pop,"rgb(196, 128, 42)",2871px,803px,101%,20211202
techno kayo,"rgb(155, 134, 32)",6820px,774px,101%,20211202
malaysian pop,"rgb(157, 137, 10)",7449px,569px,103%,20211202
deep funk,"rgb(177, 119, 58)",8578px,956px,100%,20211202
speed garage,"rgb(195, 117, 102)",1338px,1147px,101%,20211202
korean singer-songwriter,"rgb(112, 154, 26)",12843px,612px,101%,20211202
duluth indie,"rgb(128, 139, 48)",13040px,490px,100%,20211202
irish indie,"rgb(122, 149, 46)",11631px,525px,101%,20211202
healing,"rgb(116, 63, 156)",14675px,213px,102%,20211202
dutch indie rock,"rgb(166, 128, 49)",8026px,429px,101%,20211202
finnish psychedelic rock,"rgb(169, 121, 123)",10716px,252px,100%,20211202
nz indie,"rgb(156, 132, 64)",9726px,458px,101%,20211202
atmospheric post-rock,"rgb(136, 145, 186)",10754px,283px,100%,20211202
noel quebecois,"rgb(122, 145, 10)",13816px,518px,100%,20211202
concurso de talentos argentino,"rgb(153, 140, 4)",8987px,629px,102%,20211202
nu-cumbia,"rgb(171, 143, 62)",4512px,1062px,103%,20211202
rap uruguayo,"rgb(169, 136, 20)",6740px,1068px,101%,20211202
dutch idol pop,"rgb(146, 148, 5)",7965px,755px,100%,20211202
thai pop,"rgb(154, 141, 12)",6458px,731px,104%,20211202
taiwan hip hop,"rgb(172, 132, 8)",4841px,1013px,101%,20211202
garage house,"rgb(194, 123, 114)",847px,1239px,101%,20211202
cartoon,"rgb(117, 130, 6)",10876px,1227px,103%,20211202
folklore uruguayo,"rgb(119, 144, 9)",15813px,977px,100%,20211202
taiwan punk,"rgb(208, 105, 19)",4062px,325px,100%,20211202
italian progressive metal,"rgb(199, 109, 58)",6789px,259px,100%,20211202
umea hardcore,"rgb(221, 74, 53)",10023px,276px,100%,20211202
chaabi algerien,"rgb(136, 136, 37)",16354px,736px,100%,20211202
forest black metal,"rgb(187, 73, 177)",10133px,58px,100%,20211202
puerto rican metal,"rgb(214, 86, 66)",9305px,228px,100%,20211202
black metal argentino,"rgb(205, 82, 128)",7953px,140px,100%,20211202
italian mezzo-soprano,"rgb(49, 152, 19)",20285px,419px,100%,20211202
vintage classical singing,"rgb(46, 161, 24)",20444px,379px,100%,20211202
tololoche,"rgb(164, 139, 1)",11960px,1062px,101%,20211202
christian thrash metal,"rgb(218, 87, 62)",8480px,325px,100%,20211202
melodic power metal,"rgb(216, 98, 29)",4602px,244px,101%,20211202
soukous,"rgb(180, 129, 16)",10852px,960px,100%,20211202
italian modern prog,"rgb(129, 143, 84)",10814px,259px,100%,20211202
long island punk,"rgb(219, 85, 32)",8813px,278px,100%,20211202
power thrash,"rgb(226, 80, 56)",6446px,257px,100%,20211202
us power metal,"rgb(211, 88, 38)",8380px,268px,101%,20211202
russian folk metal,"rgb(207, 106, 69)",5399px,215px,100%,20211202
metal gotico,"rgb(192, 116, 41)",6973px,280px,100%,20211202
trap kreyol,"rgb(176, 140, 0)",6666px,1117px,100%,20211202
slavic folk metal,"rgb(207, 107, 53)",5868px,215px,100%,20211202
finnish contemporary classical,"rgb(30, 152, 128)",19621px,199px,100%,20211202
protest folk,"rgb(63, 150, 36)",18883px,1093px,100%,20211202
oromo pop,"rgb(176, 134, 4)",6373px,948px,100%,20211202
kaseko,"rgb(178, 128, 13)",11896px,952px,100%,20211202
japanese pop punk,"rgb(228, 85, 21)",5534px,263px,101%,20211202
hard minimal techno,"rgb(184, 141, 197)",569px,1479px,100%,20211202
cifteli,"rgb(171, 129, 4)",12177px,774px,100%,20211202
western ny metal,"rgb(229, 67, 95)",8002px,194px,100%,20211202
italian black metal,"rgb(209, 77, 125)",8112px,108px,100%,20211202
hoerspiel,"rgb(96, 101, 0)",14595px,1314px,110%,20211202
ambient idm,"rgb(141, 142, 179)",7157px,632px,100%,20211202
korean traditional,"rgb(59, 153, 125)",17704px,950px,100%,20211202
halloween,"rgb(111, 114, 133)",11321px,448px,101%,20211202
japanese electronic,"rgb(168, 140, 186)",1954px,1128px,100%,20211202
chinese electronic,"rgb(163, 140, 151)",3930px,882px,100%,20211202
icelandic electronic,"rgb(146, 144, 143)",4250px,840px,100%,20211202
indonesian experimental,"rgb(136, 128, 167)",12953px,389px,100%,20211202
ambient trance,"rgb(155, 140, 194)",3824px,693px,100%,20211202
ringtone,"rgb(108, 119, 81)",8456px,827px,100%,20211202
cathedral choir,"rgb(33, 152, 60)",19941px,81px,100%,20211202
symphonic melodic death metal,"rgb(224, 87, 84)",4272px,126px,100%,20211202
italian contemporary classical,"rgb(26, 154, 119)",19658px,393px,100%,20211202
violin,"rgb(43, 163, 101)",19572px,446px,100%,20211202
beat poetry,"rgb(71, 123, 23)",17242px,1010px,100%,20211202
jazz trombone,"rgb(86, 132, 112)",17637px,861px,101%,20211202
mazandarani folk,"rgb(90, 154, 28)",17281px,783px,100%,20211202
gwoka,"rgb(174, 114, 52)",12188px,1030px,100%,20211202
belgian contemporary classical,"rgb(50, 158, 161)",18910px,417px,100%,20211202
vocal trance,"rgb(199, 128, 71)",2157px,591px,100%,20211202
trad quebecois,"rgb(162, 132, 34)",11408px,829px,100%,20211202
musica valenciana,"rgb(129, 138, 24)",12620px,799px,100%,20211202
german punk rock,"rgb(208, 102, 14)",5413px,419px,101%,20211202
musica mato-grossense,"rgb(147, 132, 45)",11208px,638px,100%,20211202
boston rock,"rgb(174, 114, 37)",9874px,405px,103%,20211202
poznan indie,"rgb(179, 121, 49)",6967px,475px,100%,20211202
indie siciliano,"rgb(137, 143, 31)",10147px,660px,100%,20211202
post-rock latinoamericano,"rgb(150, 139, 175)",10283px,287px,100%,20211202
gospel,"rgb(130, 130, 6)",13347px,550px,103%,20211202
eurovision,"rgb(171, 135, 11)",5465px,678px,104%,20211202
pinoy indie,"rgb(147, 139, 27)",8542px,612px,102%,20211202
flute rock,"rgb(135, 132, 69)",12132px,438px,101%,20211202
brazilian boogie,"rgb(157, 131, 59)",9764px,910px,101%,20211202
mellow gold,"rgb(138, 132, 13)",12532px,609px,121%,20211202
pornogrind,"rgb(220, 65, 128)",8850px,268px,100%,20211202
el paso indie,"rgb(183, 117, 71)",8603px,360px,102%,20211202
wellington indie,"rgb(143, 139, 67)",10939px,462px,100%,20211202
album rock,"rgb(172, 113, 28)",10963px,477px,119%,20211202
musica mocambicana,"rgb(168, 136, 28)",8358px,969px,100%,20211202
cymraeg,"rgb(113, 148, 19)",13139px,629px,100%,20211202
norsk lovsang,"rgb(127, 145, 14)",10445px,440px,100%,20211202
melancholia,"rgb(114, 145, 52)",12433px,471px,107%,20211202
tampa indie,"rgb(170, 123, 50)",8186px,379px,100%,20211202
city pop,"rgb(164, 136, 24)",5620px,794px,102%,20211202
singaporean hip hop,"rgb(148, 144, 9)",7166px,1045px,100%,20211202
lagu aceh,"rgb(150, 151, 7)",8938px,762px,100%,20211202
pop soul,"rgb(132, 145, 11)",9111px,785px,111%,20211202
latin afrobeat,"rgb(181, 128, 76)",6534px,969px,102%,20211202
irish hip hop,"rgb(159, 138, 24)",8019px,1025px,101%,20211202
lagu sunda,"rgb(142, 150, 24)",6894px,788px,100%,20211202
grupera,"rgb(155, 144, 5)",8790px,928px,107%,20211202
shoegaze,"rgb(166, 123, 121)",7253px,235px,104%,20211202
high-tech minimal,"rgb(175, 145, 200)",754px,1358px,101%,20211202
irish classical,"rgb(33, 160, 131)",19824px,325px,100%,20211202
rap euskera,"rgb(164, 117, 7)",11380px,1071px,100%,20211202
jazz blues,"rgb(79, 143, 24)",17519px,870px,104%,20211202
