genre,color,top,left,font_size,run_date
bmore,"rgb(186, 122, 65)",2336px,1150px,100%,20211202
uk noise rock,"rgb(199, 84, 129)",9673px,249px,100%,20211202
outer hip hop,"rgb(171, 122, 39)",7123px,1050px,100%,20211202
deep sunset lounge,"rgb(138, 163, 163)",7137px,750px,100%,20211202
parody,"rgb(145, 119, 7)",11264px,937px,102%,20211202
normal indie,"rgb(150, 128, 52)",9908px,541px,100%,20211202
belgian modern jazz,"rgb(109, 145, 131)",14126px,727px,100%,20211202
mongolian folk,"rgb(94, 157, 76)",15582px,384px,100%,20211202
tekno,"rgb(226, 114, 140)",1269px,953px,100%,20211202
macedonian indie,"rgb(170, 127, 69)",7518px,596px,100%,20211202
deep psytrance,"rgb(201, 135, 182)",1084px,1087px,100%,20211202
swiss rock,"rgb(162, 130, 29)",7406px,550px,101%,20211202
hyperpop francais,"rgb(135, 154, 42)",5453px,854px,101%,20211202
ska argentino,"rgb(181, 127, 15)",6155px,829px,105%,20211202
japanese math rock,"rgb(186, 117, 105)",7456px,479px,101%,20211202
turkce trap metal,"rgb(166, 136, 30)",4453px,869px,100%,20211202
trikiti,"rgb(156, 143, 65)",11821px,1024px,100%,20211202
portuguese pop,"rgb(147, 144, 16)",7891px,877px,102%,20211202
uk dnb,"rgb(219, 130, 145)",1401px,1072px,102%,20211202
dallas indie,"rgb(160, 130, 41)",7915px,484px,100%,20211202
musica para criancas,"rgb(114, 149, 26)",11971px,1013px,101%,20211202
psychedelic soul,"rgb(157, 118, 48)",10119px,829px,102%,20211202
horrorcore,"rgb(183, 119, 15)",5404px,986px,101%,20211202
turkish instrumental,"rgb(116, 153, 127)",13977px,564px,101%,20211202
inuit pop,"rgb(141, 140, 25)",9140px,759px,100%,20211202
dark hardcore,"rgb(237, 89, 66)",1916px,486px,100%,20211202
boy band,"rgb(172, 130, 4)",3291px,717px,110%,20211202
lithuanian edm,"rgb(183, 142, 94)",1846px,1101px,101%,20211202
raw techno,"rgb(205, 131, 206)",370px,1217px,101%,20211202
welsh folk,"rgb(79, 155, 40)",14818px,831px,100%,20211202
full on,"rgb(227, 122, 186)",674px,1022px,100%,20211202
uk post-hardcore,"rgb(210, 100, 26)",6307px,258px,101%,20211202
black noise,"rgb(183, 28, 168)",11221px,41px,100%,20211202
huayno peruano,"rgb(171, 136, 14)",12217px,885px,100%,20211202
salsa puertorriquena,"rgb(171, 136, 7)",12253px,1041px,104%,20211202
musica otavalena,"rgb(174, 136, 28)",7653px,800px,100%,20211202
baltic black metal,"rgb(210, 74, 120)",8157px,118px,100%,20211202
norwegian hardcore,"rgb(223, 76, 81)",7542px,182px,100%,20211202
rap nortista,"rgb(140, 145, 6)",10721px,1033px,100%,20211202
rap criolo,"rgb(162, 140, 7)",10610px,1065px,101%,20211202
glam punk,"rgb(215, 83, 24)",7961px,284px,101%,20211202
polish metal,"rgb(220, 78, 72)",7161px,204px,101%,20211202
new york drill,"rgb(158, 139, 3)",6628px,1137px,103%,20211202
danish black metal,"rgb(189, 78, 163)",10325px,58px,100%,20211202
italian opera,"rgb(45, 151, 45)",20034px,335px,101%,20211202
punjabi folk,"rgb(144, 126, 24)",14571px,951px,100%,20211202
cyber metal,"rgb(230, 87, 79)",2643px,234px,100%,20211202
black speed metal,"rgb(232, 55, 104)",8920px,112px,100%,20211202
kikuyu gospel,"rgb(184, 131, 3)",7335px,994px,100%,20211202
russian screamo,"rgb(207, 103, 68)",8920px,238px,100%,20211202
forro tradicional,"rgb(176, 128, 17)",9972px,904px,101%,20211202
reiki,"rgb(40, 153, 208)",17762px,96px,100%,20211202
dissonant death metal,"rgb(221, 58, 161)",10791px,108px,100%,20211202
welsh metal,"rgb(218, 90, 58)",6867px,249px,102%,20211202
kikuyu pop,"rgb(175, 131, 11)",10231px,1166px,100%,20211202
funk capixaba,"rgb(194, 131, 6)",6886px,1284px,100%,20211202
contemporary post-bop,"rgb(90, 146, 87)",16715px,835px,102%,20211202
belgian singer-songwriter,"rgb(108, 146, 3)",15688px,747px,101%,20211202
tanzanian pop,"rgb(174, 140, 4)",9699px,1026px,101%,20211202
modern country rock,"rgb(174, 132, 2)",5477px,548px,110%,20211202
guinean pop,"rgb(181, 135, 14)",9013px,1009px,100%,20211202
heavy psych,"rgb(182, 116, 130)",10620px,207px,100%,20211202
flamenco urbano,"rgb(187, 134, 2)",6615px,1028px,104%,20211202
brazilian hardcore,"rgb(233, 72, 32)",8603px,303px,100%,20211202
kannada bhava geethe,"rgb(140, 143, 6)",13844px,941px,100%,20211202
skinhead oi,"rgb(227, 76, 22)",9433px,333px,100%,20211202
gaian doom,"rgb(162, 120, 105)",10645px,180px,101%,20211202
trio cubano,"rgb(117, 140, 34)",15899px,1141px,100%,20211202
swedish emo,"rgb(188, 112, 62)",8856px,200px,100%,20211202
koligeet,"rgb(176, 116, 5)",10586px,990px,100%,20211202
huapango,"rgb(175, 137, 40)",9636px,1123px,101%,20211202
sound art,"rgb(85, 124, 175)",13917px,349px,100%,20211202
dub metal,"rgb(163, 112, 161)",7714px,412px,100%,20211202
bajki,"rgb(68, 136, 72)",15661px,827px,100%,20211202
drone psych,"rgb(118, 132, 144)",13374px,396px,100%,20211202
progressive metalcore,"rgb(228, 88, 62)",4005px,200px,102%,20211202
new wave of thrash metal,"rgb(241, 68, 58)",6787px,260px,100%,20211202
australian post-hardcore,"rgb(231, 84, 32)",3476px,196px,101%,20211202
finnish death metal,"rgb(225, 87, 101)",5552px,138px,101%,20211202
german post-hardcore,"rgb(227, 92, 17)",3053px,214px,101%,20211202
lesen,"rgb(65, 128, 0)",14763px,1355px,101%,20211202
symphonic deathcore,"rgb(229, 76, 97)",5278px,161px,101%,20211202
adult standards,"rgb(86, 143, 39)",16651px,717px,115%,20211202
vintage swedish pop,"rgb(92, 147, 23)",16216px,811px,100%,20211202
deep adult standards,"rgb(88, 143, 10)",16613px,631px,101%,20211202
bisrock,"rgb(165, 129, 13)",10675px,569px,100%,20211202
hard trance,"rgb(226, 106, 159)",1044px,848px,100%,20211202
chattanooga indie,"rgb(141, 138, 31)",9824px,591px,100%,20211202
bouncy house,"rgb(225, 107, 96)",1401px,928px,101%,20211202
musica timor-leste,"rgb(107, 148, 14)",14287px,742px,100%,20211202
russian dnb,"rgb(210, 133, 156)",1811px,986px,100%,20211202
rap guarulhense,"rgb(147, 146, 18)",6756px,967px,100%,20211202
indie napoletano,"rgb(137, 140, 41)",10045px,803px,100%,20211202
lithuanian pop,"rgb(161, 136, 22)",5485px,814px,101%,20211202
korean dream pop,"rgb(134, 147, 97)",11388px,454px,101%,20211202
dansk lovsang,"rgb(116, 152, 29)",10881px,566px,100%,20211202
chicago indie,"rgb(154, 128, 58)",10534px,525px,103%,20211202
hip house,"rgb(197, 119, 60)",1520px,1100px,106%,20211202
caracas indie,"rgb(176, 129, 40)",5664px,586px,100%,20211202
korean indie rock,"rgb(170, 131, 49)",6405px,484px,101%,20211202
double drumming,"rgb(165, 112, 78)",12105px,527px,104%,20211202
native american contemporary,"rgb(134, 136, 30)",10993px,740px,101%,20211202
nashville singer-songwriter,"rgb(124, 128, 30)",13056px,536px,102%,20211202
sacramento indie,"rgb(182, 116, 50)",8248px,406px,103%,20211202
danish modern jazz,"rgb(93, 152, 145)",14336px,780px,100%,20211202
ska revival,"rgb(160, 131, 44)",10745px,1063px,102%,20211202
bemani,"rgb(52, 154, 198)",15608px,145px,100%,20211202
popping,"rgb(166, 123, 52)",3238px,1154px,101%,20211202
chicago house,"rgb(186, 129, 121)",829px,1252px,101%,20211202
bedroom soul,"rgb(119, 152, 14)",9164px,963px,104%,20211202
jazz house,"rgb(170, 136, 177)",1286px,1286px,101%,20211202
german rock,"rgb(177, 114, 13)",7665px,653px,107%,20211202
free folk,"rgb(110, 130, 142)",15820px,343px,100%,20211202
barnalog,"rgb(110, 137, 8)",12850px,1020px,100%,20211202
musica puntana,"rgb(146, 140, 31)",8935px,701px,100%,20211202
barnasogur,"rgb(82, 136, 9)",15000px,1114px,100%,20211202
irish banjo,"rgb(119, 156, 98)",15303px,885px,100%,20211202
russian alt pop,"rgb(161, 138, 24)",5990px,818px,106%,20211202
deep orgcore,"rgb(209, 94, 48)",8808px,358px,100%,20211202
turkish black metal,"rgb(188, 92, 153)",9052px,204px,100%,20211202
uppsala indie,"rgb(169, 128, 37)",6843px,510px,100%,20211202
happy hardcore,"rgb(228, 101, 81)",1837px,670px,102%,20211202
greek swing,"rgb(126, 147, 42)",11760px,827px,100%,20211202
cartoni animati,"rgb(181, 127, 23)",4797px,833px,100%,20211202
brazilian rock,"rgb(188, 116, 16)",7002px,593px,107%,20211202
electronic trap,"rgb(206, 128, 64)",2868px,837px,107%,20211202
puerto rican pop,"rgb(176, 135, 5)",6193px,910px,109%,20211202
deep dnb,"rgb(210, 132, 161)",1638px,1096px,100%,20211202
instrumental grime,"rgb(181, 135, 90)",3079px,1056px,102%,20211202
lo-fi chill,"rgb(93, 160, 81)",10082px,959px,104%,20211202
nz reggae,"rgb(155, 140, 52)",4018px,1059px,102%,20211202
dark techno,"rgb(198, 135, 211)",278px,1233px,101%,20211202
canto a tenore,"rgb(77, 131, 6)",19069px,550px,100%,20211202
ukg revival,"rgb(196, 125, 110)",1982px,1258px,101%,20211202
rock campineiro,"rgb(206, 100, 43)",7812px,444px,100%,20211202
buffalo ny indie,"rgb(148, 130, 43)",11636px,484px,100%,20211202
breton folk,"rgb(123, 150, 74)",13732px,583px,100%,20211202
vintage dutch pop,"rgb(110, 140, 23)",14299px,706px,100%,20211202
austrian jazz,"rgb(89, 152, 121)",15515px,844px,100%,20211202
early music ensemble,"rgb(36, 164, 60)",18890px,330px,100%,20211202
filthstep,"rgb(209, 124, 94)",2841px,766px,101%,20211202
russian punk,"rgb(194, 109, 22)",5689px,559px,102%,20211202
musica maringaense,"rgb(181, 121, 29)",6763px,473px,100%,20211202
indie queretano,"rgb(176, 125, 64)",6196px,574px,100%,20211202
noise rock,"rgb(190, 87, 118)",10130px,295px,102%,20211202
lagu betawi,"rgb(157, 141, 19)",9537px,863px,100%,20211202
cumbia pop,"rgb(184, 136, 3)",5298px,1048px,106%,20211202
danish indie pop,"rgb(128, 148, 60)",11262px,521px,100%,20211202
belarusian pop,"rgb(170, 135, 25)",5335px,757px,101%,20211202
neo-industrial rock,"rgb(208, 101, 80)",2247px,434px,100%,20211202
uk garage,"rgb(185, 123, 77)",2361px,1145px,101%,20211202
alpine yodeling,"rgb(174, 121, 11)",7829px,742px,100%,20211202
alternative hip hop,"rgb(177, 118, 32)",9775px,1013px,109%,20211202
slash punk,"rgb(208, 85, 94)",7359px,477px,100%,20211202
mexican experimental,"rgb(123, 134, 172)",12167px,523px,100%,20211202
ambient house,"rgb(162, 137, 175)",2919px,918px,101%,20211202
musica andorra,"rgb(179, 141, 151)",1677px,1134px,100%,20211202
swedish classical,"rgb(35, 141, 76)",18595px,759px,100%,20211202
asmr,"rgb(125, 0, 143)",15106px,418px,103%,20211202
calypso,"rgb(95, 143, 13)",16058px,829px,101%,20211202
folkmusik,"rgb(90, 155, 45)",15318px,606px,101%,20211202
slovenske chvaly,"rgb(112, 152, 12)",12896px,591px,100%,20211202
instrumental math rock,"rgb(183, 118, 173)",9524px,507px,101%,20211202
disney espanol,"rgb(124, 139, 21)",12305px,720px,100%,20211202
gyerekdalok,"rgb(101, 150, 7)",12021px,994px,100%,20211202
wrock,"rgb(138, 132, 17)",10559px,680px,100%,20211202
persian alternative,"rgb(126, 147, 44)",11859px,650px,100%,20211202
chinese traditional,"rgb(44, 159, 190)",17406px,195px,100%,20211202
australian indie,"rgb(170, 131, 29)",6954px,525px,105%,20211202
la pop,"rgb(149, 144, 19)",6744px,768px,105%,20211202
j-core,"rgb(220, 108, 100)",2101px,569px,100%,20211202
russian rock,"rgb(167, 123, 18)",7678px,720px,104%,20211202
classic icelandic pop,"rgb(130, 139, 14)",11041px,747px,100%,20211202
portuguese rock,"rgb(162, 130, 39)",8010px,559px,101%,20211202
ukrainian rock,"rgb(179, 129, 13)",4850px,752px,101%,20211202
classic opm,"rgb(113, 151, 16)",12921px,548px,103%,20211202
polish psychedelia,"rgb(140, 138, 140)",11053px,388px,100%,20211202
humppa,"rgb(143, 128, 5)",12083px,869px,100%,20211202
japanese garage rock,"rgb(214, 85, 48)",9823px,316px,100%,20211202
keroncong,"rgb(128, 154, 16)",10148px,620px,100%,20211202
french garage rock,"rgb(203, 102, 76)",7309px,333px,100%,20211202
underground hip hop,"rgb(161, 138, 17)",7764px,976px,115%,20211202
martial industrial,"rgb(141, 120, 125)",10930px,314px,100%,20211202
idaho hip hop,"rgb(152, 139, 11)",8458px,1057px,100%,20211202
souldies,"rgb(132, 132, 20)",12222px,745px,101%,20211202
landler,"rgb(117, 166, 99)",14361px,896px,100%,20211202
appenzeller folk,"rgb(119, 166, 64)",14198px,499px,100%,20211202
deep g funk,"rgb(158, 132, 20)",3846px,1157px,100%,20211202
latin classical,"rgb(64, 155, 123)",18833px,766px,101%,20211202
dhrupad,"rgb(87, 143, 77)",17194px,482px,100%,20211202
sky room,"rgb(219, 121, 88)",1982px,730px,102%,20211202
complextro,"rgb(199, 125, 88)",2416px,796px,104%,20211202
blues rock,"rgb(152, 118, 33)",12714px,775px,111%,20211202
thai psychedelic,"rgb(157, 123, 65)",13757px,730px,100%,20211202
uyghur folk,"rgb(124, 145, 51)",12391px,747px,100%,20211202
pirate,"rgb(206, 93, 25)",7824px,418px,101%,20211202
german pop,"rgb(163, 130, 12)",6679px,780px,110%,20211202
min'yo,"rgb(91, 158, 27)",15529px,666px,100%,20211202
brazilian indie,"rgb(159, 133, 34)",8836px,846px,102%,20211202
baltimore indie,"rgb(153, 134, 78)",10093px,444px,103%,20211202
deep surf music,"rgb(180, 123, 154)",10008px,507px,100%,20211202
myanmar indie,"rgb(173, 128, 15)",7149px,657px,100%,20211202
classic italian pop,"rgb(122, 143, 10)",13856px,677px,105%,20211202
twin cities indie,"rgb(155, 128, 36)",9687px,559px,100%,20211202
rock en espanol,"rgb(176, 126, 15)",6664px,692px,116%,20211202
oslo indie,"rgb(150, 136, 54)",10228px,440px,100%,20211202
t-pop girl group,"rgb(198, 121, 44)",2511px,637px,100%,20211202
indie rock,"rgb(164, 125, 56)",9612px,458px,112%,20211202
hammond organ,"rgb(129, 135, 121)",13400px,887px,100%,20211202
french experimental rock,"rgb(154, 124, 107)",11724px,484px,100%,20211202
musica etnica,"rgb(126, 144, 36)",11760px,646px,100%,20211202
redneck,"rgb(178, 132, 5)",4440px,856px,105%,20211202
oberkrainer,"rgb(155, 142, 79)",12391px,963px,100%,20211202
igbo worship,"rgb(175, 136, 33)",8629px,982px,100%,20211202
lapland hip hop,"rgb(179, 123, 6)",6393px,1035px,100%,20211202
batak,"rgb(157, 144, 16)",6941px,552px,101%,20211202
focus trance,"rgb(183, 150, 213)",410px,1231px,100%,20211202
dutch trance,"rgb(209, 122, 116)",1996px,720px,103%,20211202
geek rock,"rgb(145, 126, 13)",9077px,873px,100%,20211202
classical saxophone,"rgb(43, 168, 173)",18368px,378px,100%,20211202
swedish prog,"rgb(126, 138, 56)",13794px,566px,100%,20211202
indian percussion,"rgb(161, 117, 119)",12675px,1046px,100%,20211202
latin american baroque,"rgb(40, 164, 72)",19069px,353px,100%,20211202
corsican folk,"rgb(96, 153, 21)",15251px,516px,100%,20211202
kundiman,"rgb(93, 156, 34)",14731px,525px,100%,20211202
vancouver indie,"rgb(157, 131, 48)",9562px,473px,103%,20211202
riddim dubstep,"rgb(209, 124, 64)",3911px,999px,100%,20211202
yakut pop,"rgb(154, 143, 15)",6168px,850px,100%,20211202
alternative rock,"rgb(178, 112, 51)",9536px,426px,117%,20211202
ska mexicano,"rgb(200, 114, 24)",7470px,785px,103%,20211202
indiana indie,"rgb(159, 131, 55)",10191px,499px,100%,20211202
classic hungarian pop,"rgb(171, 125, 16)",6892px,752px,101%,20211202
canadian soundtrack,"rgb(60, 157, 191)",14815px,213px,102%,20211202
indonesian pop,"rgb(151, 141, 18)",7841px,617px,109%,20211202
christchurch indie,"rgb(155, 137, 68)",8761px,484px,100%,20211202
rare groove,"rgb(163, 117, 66)",10193px,943px,100%,20211202
pacific islands pop,"rgb(159, 137, 15)",5622px,971px,103%,20211202
samurai trap,"rgb(192, 138, 100)",3078px,773px,100%,20211202
gothic rock,"rgb(184, 106, 66)",6540px,380px,101%,20211202
chinese r&b,"rgb(135, 145, 9)",8638px,740px,101%,20211202
urban contemporary,"rgb(158, 134, 7)",5123px,932px,118%,20211202
kompa,"rgb(185, 133, 19)",6591px,939px,100%,20211202
modern progressive rock,"rgb(137, 142, 68)",10399px,324px,100%,20211202
south carolina metal,"rgb(214, 74, 137)",9199px,170px,100%,20211202
italian hardcore,"rgb(231, 62, 71)",9773px,234px,100%,20211202
drone ambient,"rgb(67, 133, 217)",17538px,46px,100%,20211202
metal,"rgb(217, 81, 57)",7898px,236px,112%,20211202
slovenian metal,"rgb(220, 77, 92)",5627px,202px,100%,20211202
singaporean metal,"rgb(226, 56, 103)",10106px,195px,100%,20211202
german hard rock,"rgb(207, 101, 33)",6192px,286px,102%,20211202
classical tenor,"rgb(74, 150, 17)",19670px,275px,101%,20211202
murga,"rgb(180, 96, 1)",14015px,906px,100%,20211202
samba gospel,"rgb(170, 134, 6)",9897px,764px,100%,20211202
canadian contemporary country,"rgb(173, 134, 3)",5490px,523px,103%,20211202
canadian metal,"rgb(218, 82, 63)",7762px,242px,104%,20211202
deep melodic hard rock,"rgb(208, 101, 20)",7113px,281px,100%,20211202
anthem emo,"rgb(203, 106, 15)",4639px,301px,103%,20211202
chicago pop punk,"rgb(215, 96, 23)",5070px,295px,101%,20211202
rakugo,"rgb(78, 99, 30)",17406px,1227px,100%,20211202
uk post-metal,"rgb(160, 121, 173)",9458px,129px,100%,20211202
nyc metal,"rgb(205, 83, 140)",8969px,141px,100%,20211202
alabama metal,"rgb(220, 82, 72)",6540px,234px,100%,20211202
iranian metal,"rgb(205, 92, 113)",6466px,191px,100%,20211202
deep regional mexican,"rgb(160, 136, 3)",11897px,1074px,106%,20211202
carnatic vocal,"rgb(124, 136, 23)",17855px,722px,100%,20211202
folklore boliviano,"rgb(154, 136, 17)",12071px,900px,101%,20211202
post-grunge,"rgb(203, 112, 13)",4454px,320px,112%,20211202
rock nacional feminino,"rgb(178, 123, 41)",6831px,279px,100%,20211202
islamic recitation,"rgb(59, 166, 2)",19362px,835px,101%,20211202
orthodox chant,"rgb(44, 162, 57)",20021px,179px,100%,20211202
chinese wind,"rgb(50, 172, 136)",18437px,390px,100%,20211202
opera,"rgb(53, 152, 39)",20046px,330px,100%,20211202
c64,"rgb(171, 138, 149)",3502px,867px,100%,20211202
bleep techno,"rgb(166, 130, 172)",2428px,1069px,101%,20211202
experimental club,"rgb(179, 123, 147)",4480px,885px,100%,20211202
glitch beats,"rgb(151, 135, 168)",4914px,912px,100%,20211202
japanese idm,"rgb(159, 128, 157)",6577px,854px,100%,20211202
braindance,"rgb(172, 134, 188)",3053px,969px,101%,20211202
czech electronic,"rgb(173, 145, 170)",2152px,1054px,100%,20211202
guzheng,"rgb(54, 167, 173)",19547px,848px,100%,20211202
canzone genovese,"rgb(94, 150, 13)",15751px,609px,101%,20211202
musique tahitienne,"rgb(143, 141, 37)",9474px,854px,100%,20211202
alternative americana,"rgb(120, 146, 37)",12837px,581px,102%,20211202
kansai indie,"rgb(184, 123, 28)",5775px,512px,100%,20211202
ann arbor indie,"rgb(139, 139, 32)",10255px,559px,102%,20211202
swedish alternative rock,"rgb(194, 113, 17)",5452px,471px,103%,20211202
math rock,"rgb(174, 114, 119)",11474px,494px,101%,20211202
new orleans indie,"rgb(144, 134, 61)",12118px,456px,100%,20211202
icelandic singer-songwriter,"rgb(114, 146, 25)",12812px,591px,101%,20211202
cornwall indie,"rgb(151, 132, 37)",11078px,465px,100%,20211202
christian a cappella,"rgb(82, 146, 8)",15080px,446px,100%,20211202
indonesian hardcore,"rgb(230, 69, 71)",7468px,339px,100%,20211202
children's folk,"rgb(98, 148, 8)",12314px,1037px,101%,20211202
moombahton,"rgb(207, 126, 64)",2188px,1009px,104%,20211202
serbian alternative rock,"rgb(192, 109, 47)",7628px,536px,100%,20211202
junior songfestival,"rgb(171, 142, 59)",3264px,898px,100%,20211202
italo dance,"rgb(210, 122, 43)",1273px,1005px,103%,20211202
japanese jazz fusion,"rgb(159, 135, 146)",8960px,735px,101%,20211202
german dark minimal techno,"rgb(193, 132, 214)",423px,1123px,100%,20211202
san diego indie,"rgb(175, 121, 50)",7296px,406px,101%,20211202
europop,"rgb(183, 128, 20)",3661px,761px,114%,20211202
vlaamse kinderliedje,"rgb(154, 132, 9)",9314px,1022px,101%,20211202
viking folk,"rgb(118, 145, 101)",11299px,442px,101%,20211202
new wave pop,"rgb(166, 126, 20)",5924px,689px,114%,20211202
classic russian pop,"rgb(157, 130, 10)",7879px,818px,102%,20211202
alternative r&b,"rgb(136, 146, 26)",8251px,875px,114%,20211202
solo wave,"rgb(144, 136, 39)",9199px,514px,102%,20211202
rap francais nouvelle vague,"rgb(130, 152, 28)",8604px,1018px,100%,20211202
japanese ska,"rgb(214, 105, 43)",5352px,598px,100%,20211202
british soul,"rgb(153, 137, 16)",6116px,861px,110%,20211202
motown,"rgb(142, 125, 14)",11425px,816px,110%,20211202
australian post-punk,"rgb(179, 104, 82)",9835px,353px,100%,20211202
southern soul,"rgb(130, 129, 15)",12329px,837px,106%,20211202
cancoes infantis,"rgb(148, 145, 3)",7967px,1069px,100%,20211202
miami hip hop,"rgb(177, 132, 7)",3779px,1063px,110%,20211202
harlem hip hop,"rgb(183, 115, 9)",9189px,1041px,102%,20211202
brazilian contemporary classical,"rgb(54, 162, 179)",18807px,620px,100%,20211202
christian relaxative,"rgb(69, 166, 135)",14707px,555px,102%,20211202
faroese folk,"rgb(72, 156, 48)",15503px,596px,100%,20211202
hard dance,"rgb(241, 90, 180)",833px,759px,100%,20211202
vintage gospel,"rgb(78, 136, 26)",18833px,939px,100%,20211202
rock uruguayo,"rgb(168, 128, 20)",8169px,628px,102%,20211202
indie cantabria,"rgb(188, 119, 50)",6209px,536px,100%,20211202
goa trance,"rgb(221, 123, 190)",819px,877px,100%,20211202
aggro chileno,"rgb(207, 96, 27)",7394px,469px,100%,20211202
zeuhl,"rgb(130, 128, 107)",13277px,448px,100%,20211202
spanish electropop,"rgb(195, 123, 45)",1970px,928px,100%,20211202
eurodance,"rgb(211, 120, 48)",1454px,914px,107%,20211202
twee indie pop,"rgb(160, 135, 54)",8702px,539px,100%,20211202
dunedin indie,"rgb(148, 130, 80)",11847px,452px,100%,20211202
muzika l'yeladim,"rgb(99, 148, 6)",13156px,1052px,100%,20211202
rva indie,"rgb(151, 135, 49)",10374px,530px,100%,20211202
tucson indie,"rgb(134, 136, 73)",12464px,532px,100%,20211202
london on indie,"rgb(185, 106, 42)",7567px,398px,100%,20211202
tunisian pop,"rgb(176, 125, 9)",7359px,766px,100%,20211202
egyptian alternative,"rgb(142, 141, 25)",9214px,717px,101%,20211202
kazakh pop,"rgb(170, 139, 19)",4492px,908px,102%,20211202
metal catala,"rgb(214, 92, 79)",5886px,277px,100%,20211202
narodno zabavna,"rgb(147, 140, 33)",11846px,973px,100%,20211202
psytech,"rgb(170, 148, 207)",489px,1325px,100%,20211202
cabaret,"rgb(66, 145, 18)",19124px,846px,100%,20211202
vintage chanson,"rgb(75, 149, 6)",18754px,827px,100%,20211202
polish contemporary classical,"rgb(34, 157, 143)",19240px,271px,100%,20211202
acidcore,"rgb(224, 122, 176)",899px,1015px,100%,20211202
cedm,"rgb(182, 136, 52)",3238px,701px,101%,20211202
darkstep,"rgb(229, 111, 161)",1863px,787px,100%,20211202
gochiusa,"rgb(180, 134, 73)",3423px,689px,100%,20211202
japanese concert band,"rgb(103, 134, 171)",16096px,412px,100%,20211202
danish singer-songwriter,"rgb(117, 150, 32)",12849px,564px,100%,20211202
k-rock,"rgb(174, 124, 28)",6990px,475px,101%,20211202
cambodian rock,"rgb(137, 136, 66)",13303px,574px,100%,20211202
wind ensemble,"rgb(20, 176, 214)",20108px,392px,100%,20211202
musikkorps,"rgb(121, 115, 154)",17009px,824px,100%,20211202
tropical alternativo,"rgb(168, 141, 57)",4926px,949px,101%,20211202
korean old school hip hop,"rgb(182, 117, 37)",5110px,1085px,101%,20211202
classic soul,"rgb(126, 130, 15)",13058px,807px,107%,20211202
baltic post-punk,"rgb(174, 130, 72)",4954px,523px,100%,20211202
bboy,"rgb(193, 123, 94)",2649px,1083px,101%,20211202
post-disco soul,"rgb(170, 118, 34)",4202px,1087px,100%,20211202
classic dutch pop,"rgb(158, 134, 27)",6954px,712px,100%,20211202
trap queen,"rgb(165, 141, 3)",4612px,1143px,107%,20211202
belgian electronic,"rgb(164, 141, 146)",2441px,1031px,100%,20211202
colombian electronic,"rgb(183, 139, 207)",1335px,1078px,100%,20211202
latvian electronic,"rgb(171, 142, 162)",1690px,1134px,100%,20211202
mandible,"rgb(114, 133, 184)",11697px,382px,100%,20211202
irish electronic,"rgb(179, 139, 181)",1731px,1076px,101%,20211202
korean electronic,"rgb(187, 138, 170)",2238px,967px,100%,20211202
grunge brasileiro,"rgb(195, 115, 56)",5278px,440px,100%,20211202
neoclassicism,"rgb(34, 154, 158)",19752px,382px,101%,20211202
quatuor a cordes,"rgb(29, 164, 107)",19476px,386px,100%,20211202
experimental classical,"rgb(44, 162, 187)",17617px,218px,101%,20211202
brain waves,"rgb(42, 79, 201)",15793px,120px,101%,20211202
portsmouth indie,"rgb(179, 121, 39)",7961px,471px,100%,20211202
korean superband,"rgb(130, 149, 45)",11835px,569px,100%,20211202
norwegian indie,"rgb(134, 141, 24)",10559px,559px,104%,20211202
volkspop,"rgb(164, 129, 18)",7653px,930px,101%,20211202
baroque pop,"rgb(136, 135, 36)",12403px,559px,106%,20211202
japanese dance pop,"rgb(196, 128, 42)",2854px,805px,101%,20211202
swiss folk,"rgb(126, 150, 36)",12253px,798px,100%,20211202
indie pop,"rgb(144, 138, 38)",10216px,536px,119%,20211202
dark electro,"rgb(210, 118, 92)",1203px,653px,101%,20211202
panamanian indie,"rgb(163, 135, 32)",7321px,609px,100%,20211202
psalmen,"rgb(58, 152, 166)",17855px,155px,100%,20211202
punk blues,"rgb(196, 93, 59)",10881px,410px,105%,20211202
slowcore,"rgb(101, 150, 93)",13192px,465px,102%,20211202
swedish indie pop,"rgb(151, 141, 45)",8145px,514px,103%,20211202
idaho indie,"rgb(155, 131, 54)",11029px,424px,100%,20211202
futurepop,"rgb(205, 119, 89)",1454px,680px,101%,20211202
political hip hop,"rgb(182, 114, 14)",10107px,1003px,103%,20211202
vinahouse,"rgb(175, 136, 6)",6793px,807px,100%,20211202
slovak punk,"rgb(194, 113, 10)",7530px,530px,101%,20211202
chinese indie pop,"rgb(151, 144, 51)",5738px,622px,100%,20211202
tuareg guitar,"rgb(152, 142, 60)",12156px,854px,100%,20211202
chinese metal,"rgb(198, 107, 93)",4704px,311px,100%,20211202
croatian hip hop,"rgb(181, 128, 22)",7002px,1048px,100%,20211202
bornesange,"rgb(124, 143, 9)",9413px,1103px,101%,20211202
rap uruguayo,"rgb(169, 136, 20)",6505px,1069px,101%,20211202
portland hip hop,"rgb(158, 132, 24)",9686px,1005px,103%,20211202
atlantic canada hip hop,"rgb(163, 133, 12)",8839px,1041px,100%,20211202
afro house,"rgb(177, 143, 149)",989px,1277px,101%,20211202
contemporary classical,"rgb(31, 154, 139)",19410px,343px,101%,20211202
big band,"rgb(83, 136, 105)",17802px,906px,103%,20211202
lombok indie,"rgb(160, 137, 18)",6726px,562px,100%,20211202
