genre,color,top,left,font_size,run_date
reggae mexicano,"rgb(165, 139, 29)",4797px,1065px,100%,20211201
latino comedy,"rgb(163, 76, 3)",14473px,1001px,100%,20211201
regional mexican,"rgb(152, 142, 5)",11514px,1007px,121%,20211201
vlaamse rap,"rgb(146, 143, 13)",9039px,1114px,101%,20211201
vietnamese pop,"rgb(118, 154, 5)",12552px,521px,101%,20211201
swedish dancehall,"rgb(172, 139, 9)",4933px,1116px,101%,20211201
chill guitar,"rgb(39, 180, 208)",17154px,1161px,102%,20211201
amapiano,"rgb(157, 158, 116)",986px,1364px,101%,20211201
polish choir,"rgb(44, 157, 51)",19789px,205px,100%,20211201
bluegrass gospel,"rgb(109, 147, 29)",14349px,837px,101%,20211201
spanish blues,"rgb(163, 129, 37)",10425px,747px,100%,20211201
ectofolk,"rgb(104, 154, 11)",13327px,617px,102%,20211201
anglican liturgy,"rgb(29, 161, 108)",19707px,148px,100%,20211201
mandolin,"rgb(112, 155, 90)",14474px,867px,100%,20211201
banda militar,"rgb(116, 117, 153)",16348px,574px,100%,20211201
axe,"rgb(192, 125, 3)",7762px,896px,105%,20211201
musique traditionnelle comorienne,"rgb(133, 148, 10)",11959px,928px,100%,20211201
macedonian folk,"rgb(158, 135, 23)",12305px,541px,100%,20211201
street band,"rgb(171, 119, 102)",10082px,850px,100%,20211201
trap triste,"rgb(143, 156, 7)",7234px,1011px,106%,20211201
xhosa,"rgb(109, 143, 8)",14064px,794px,100%,20211201
taraneem,"rgb(117, 149, 7)",11465px,666px,100%,20211201
greek pop,"rgb(156, 139, 4)",9638px,761px,103%,20211201
austin rock,"rgb(192, 110, 63)",8035px,376px,100%,20211201
musica gaucha,"rgb(215, 118, 2)",6406px,994px,101%,20211201
swedish garage rock,"rgb(214, 92, 30)",8551px,286px,101%,20211201
maghreb,"rgb(162, 128, 33)",9922px,800px,100%,20211201
modern jangle pop,"rgb(179, 130, 63)",6602px,374px,100%,20211201
latin surf rock,"rgb(205, 114, 162)",7530px,402px,100%,20211201
nigerian pop,"rgb(185, 135, 6)",8077px,1052px,106%,20211201
panamanian pop,"rgb(189, 136, 3)",7064px,1078px,104%,20211201
rap baiano,"rgb(159, 141, 6)",9375px,1085px,102%,20211201
desi trap,"rgb(162, 145, 6)",5473px,1114px,102%,20211201
tallava,"rgb(183, 125, 3)",6954px,844px,101%,20211201
rap feminino nacional,"rgb(158, 141, 2)",9265px,1072px,101%,20211201
manchester hip hop,"rgb(161, 136, 14)",10169px,1059px,102%,20211201
russian emo,"rgb(195, 120, 47)",6355px,330px,100%,20211201
post-romantic era,"rgb(30, 159, 148)",20083px,312px,103%,20211201
baltic classical,"rgb(25, 163, 126)",19732px,231px,100%,20211201
balkan classical piano,"rgb(35, 163, 205)",19997px,484px,100%,20211201
pop chileno,"rgb(144, 148, 5)",8322px,789px,101%,20211201
nueva trova chilena,"rgb(103, 157, 13)",14633px,816px,100%,20211201
neo-singer-songwriter,"rgb(117, 154, 10)",12613px,617px,102%,20211201
classic kollywood,"rgb(132, 136, 43)",16702px,773px,101%,20211201
gnawa,"rgb(166, 121, 46)",12327px,969px,100%,20211201
metal noir quebecois,"rgb(213, 67, 145)",8194px,105px,100%,20211201
background music,"rgb(33, 174, 213)",17749px,122px,105%,20211201
danish rock,"rgb(190, 121, 27)",5327px,364px,102%,20211201
streichquartett,"rgb(27, 170, 114)",19887px,335px,100%,20211201
samba-rock,"rgb(167, 125, 13)",10181px,906px,101%,20211201
samba reggae,"rgb(189, 115, 7)",7360px,916px,101%,20211201
rap underground espanol,"rgb(180, 124, 12)",10945px,1016px,102%,20211201
hip hop cubano,"rgb(170, 125, 7)",11215px,1094px,101%,20211201
deep metalcore,"rgb(222, 88, 45)",3938px,271px,100%,20211201
alternative pop rock,"rgb(167, 134, 5)",5178px,492px,102%,20211201
italian hip hop,"rgb(180, 134, 7)",7347px,976px,110%,20211201
world worship,"rgb(135, 143, 19)",9700px,345px,108%,20211201
cape breton indie,"rgb(144, 143, 10)",9626px,576px,100%,20211201
portuguese post-rock,"rgb(133, 145, 179)",10918px,273px,100%,20211201
drone metal,"rgb(159, 111, 171)",10779px,134px,101%,20211201
turkish folk,"rgb(125, 143, 20)",14124px,609px,105%,20211201
sevdah,"rgb(159, 131, 6)",12081px,543px,101%,20211201
electra,"rgb(154, 145, 147)",4572px,900px,103%,20211201
italian heavy metal,"rgb(219, 90, 27)",5464px,260px,100%,20211201
cryptic black metal,"rgb(218, 47, 154)",9983px,34px,100%,20211201
french hardcore,"rgb(231, 77, 54)",7247px,222px,100%,20211201
black death,"rgb(223, 53, 144)",10681px,91px,100%,20211201
erhu,"rgb(62, 171, 117)",17512px,282px,100%,20211201
idol game,"rgb(229, 104, 49)",2194px,368px,100%,20211201
salsa peruana,"rgb(192, 141, 3)",11005px,1052px,102%,20211201
australian death metal,"rgb(225, 72, 127)",8235px,157px,100%,20211201
japanese power metal,"rgb(221, 89, 37)",5094px,182px,101%,20211201
finnish doom metal,"rgb(176, 117, 113)",9004px,138px,100%,20211201
malang punk,"rgb(226, 92, 25)",4560px,307px,100%,20211201
schranz,"rgb(221, 93, 190)",739px,992px,100%,20211201
hungarian edm,"rgb(187, 137, 157)",1063px,1325px,100%,20211201
rock baiano,"rgb(166, 121, 15)",9787px,766px,101%,20211201
traditional funk,"rgb(165, 117, 56)",9737px,816px,100%,20211201
african percussion,"rgb(156, 123, 123)",11797px,1146px,100%,20211201
neue deutsche welle,"rgb(176, 116, 48)",5899px,730px,101%,20211201
coldwave,"rgb(169, 131, 104)",4348px,571px,100%,20211201
chillsynth,"rgb(161, 152, 178)",3091px,706px,102%,20211201
afro soul,"rgb(167, 137, 27)",5953px,896px,102%,20211201
ghettotech,"rgb(179, 129, 114)",1434px,1277px,100%,20211201
modern cello,"rgb(61, 159, 169)",16082px,312px,100%,20211201
japanese choir,"rgb(56, 163, 29)",16798px,596px,100%,20211201
italian trance,"rgb(212, 126, 170)",872px,902px,100%,20211201
queercore,"rgb(186, 107, 51)",7701px,523px,101%,20211201
jazz tuba,"rgb(72, 151, 159)",15556px,820px,100%,20211201
canadian electropop,"rgb(166, 140, 57)",3648px,747px,102%,20211201
synthwave,"rgb(176, 146, 160)",2313px,579px,103%,20211201
romanian electronic,"rgb(178, 140, 179)",780px,1364px,100%,20211201
olympia wa indie,"rgb(159, 118, 81)",11847px,562px,101%,20211201
vintage italian soundtrack,"rgb(79, 153, 157)",15423px,406px,101%,20211201
greek contemporary classical,"rgb(77, 153, 114)",16586px,494px,100%,20211201
world fusion,"rgb(137, 144, 127)",8420px,773px,102%,20211201
classic progressive house,"rgb(194, 133, 185)",1002px,1070px,100%,20211201
south african electronic,"rgb(150, 143, 144)",2998px,1098px,100%,20211201
albuquerque indie,"rgb(148, 132, 45)",8751px,620px,101%,20211201
australian ska,"rgb(197, 111, 21)",7212px,754px,100%,20211201
electro jazz,"rgb(162, 139, 112)",3317px,1018px,101%,20211201
mexican techno,"rgb(193, 137, 201)",925px,1178px,100%,20211201
canadian house,"rgb(179, 139, 179)",1048px,1289px,101%,20211201
yemeni traditional,"rgb(86, 148, 39)",17194px,858px,100%,20211201
puglia indie,"rgb(166, 136, 75)",5364px,617px,100%,20211201
neo-synthpop,"rgb(184, 133, 72)",2167px,722px,104%,20211201
dominican indie,"rgb(155, 136, 64)",6744px,877px,100%,20211201
belly dance,"rgb(168, 125, 79)",7665px,912px,101%,20211201
polka,"rgb(119, 139, 96)",13437px,789px,100%,20211201
electroacoustic improvisation,"rgb(88, 119, 131)",14879px,392px,100%,20211201
vintage norwegian pop,"rgb(68, 158, 22)",17524px,844px,100%,20211201
northumbrian folk,"rgb(82, 163, 92)",16084px,848px,100%,20211201
music hall,"rgb(72, 138, 23)",18516px,1105px,100%,20211201
turkish experimental,"rgb(118, 130, 151)",13081px,394px,100%,20211201
korean phantom singer,"rgb(119, 153, 49)",13989px,432px,100%,20211201
dream trance,"rgb(201, 130, 166)",1060px,1063px,101%,20211201
tekk,"rgb(215, 112, 80)",2127px,930px,103%,20211201
purple sound,"rgb(174, 139, 135)",2649px,949px,100%,20211201
italian new wave,"rgb(179, 121, 69)",5640px,622px,100%,20211201
melbourne bounce international,"rgb(208, 121, 81)",1769px,1013px,104%,20211201
ukrainian electronic,"rgb(188, 141, 186)",1100px,1134px,101%,20211201
dark clubbing,"rgb(196, 132, 146)",2154px,653px,103%,20211201
french soundtrack,"rgb(64, 158, 165)",15688px,362px,102%,20211201
mashup,"rgb(189, 124, 77)",2747px,871px,101%,20211201
industrial hip hop,"rgb(192, 107, 65)",5666px,759px,101%,20211201
electro trash,"rgb(196, 119, 124)",1933px,949px,100%,20211201
zurich indie,"rgb(154, 136, 72)",6026px,680px,100%,20211201
malaysian traditional,"rgb(119, 141, 89)",11413px,837px,100%,20211201
kizomba antigas,"rgb(184, 141, 27)",2762px,1056px,100%,20211201
sludge metal,"rgb(195, 95, 124)",10508px,193px,102%,20211201
coco,"rgb(176, 125, 5)",10981px,1035px,100%,20211201
rap calme,"rgb(142, 150, 6)",10426px,1054px,105%,20211201
bandinhas,"rgb(209, 123, 5)",4963px,934px,101%,20211201
boogaloo,"rgb(155, 131, 44)",13600px,1052px,101%,20211201
rock brasiliense,"rgb(203, 103, 20)",7444px,420px,102%,20211201
tamborazo,"rgb(156, 139, 98)",10132px,975px,100%,20211201
trap antillais,"rgb(161, 148, 8)",8190px,1105px,101%,20211201
slavic metal,"rgb(206, 92, 99)",7174px,171px,100%,20211201
latvian metal,"rgb(214, 91, 82)",4797px,231px,100%,20211201
hungarian black metal,"rgb(207, 78, 153)",7480px,105px,100%,20211201
norteno,"rgb(150, 141, 3)",11883px,1072px,113%,20211201
aussie drill,"rgb(162, 141, 3)",6591px,1219px,102%,20211201
old school dancehall,"rgb(144, 145, 9)",5194px,1258px,101%,20211201
italian bass,"rgb(62, 142, 36)",19985px,422px,100%,20211201
shabad,"rgb(135, 137, 14)",14842px,869px,100%,20211201
cool jazz,"rgb(77, 150, 91)",17485px,865px,103%,20211201
classic tollywood,"rgb(125, 133, 41)",17373px,732px,101%,20211201
contemporary folk,"rgb(81, 158, 13)",14793px,798px,100%,20211201
folk-pop,"rgb(134, 145, 10)",10073px,598px,108%,20211201
spanish pop rock,"rgb(183, 132, 4)",5565px,683px,105%,20211201
musica goiana,"rgb(131, 148, 19)",12071px,794px,100%,20211201
ney,"rgb(73, 166, 122)",16851px,392px,100%,20211201
punk chileno,"rgb(218, 94, 26)",8652px,382px,100%,20211201
punk ecuatoriano,"rgb(217, 89, 42)",10497px,428px,100%,20211201
bodo pop,"rgb(161, 141, 19)",6917px,771px,100%,20211201
ethiopian pop,"rgb(156, 136, 18)",9065px,846px,100%,20211201
coupe-decale,"rgb(196, 123, 12)",5437px,1037px,100%,20211201
carimbo,"rgb(181, 132, 12)",7521px,865px,100%,20211201
atlanta punk,"rgb(215, 89, 44)",8392px,311px,100%,20211201
rap angolano,"rgb(167, 140, 5)",10537px,1018px,100%,20211201
unblack metal,"rgb(211, 83, 110)",8060px,195px,100%,20211201
dmv rap,"rgb(152, 145, 5)",6370px,1080px,105%,20211201
pei indie,"rgb(127, 148, 15)",11164px,555px,100%,20211201
russian dance,"rgb(179, 143, 9)",3990px,949px,103%,20211201
hard glam,"rgb(215, 94, 26)",5614px,294px,100%,20211201
rif,"rgb(189, 121, 7)",5177px,873px,102%,20211201
nigerian hip hop,"rgb(191, 130, 5)",8950px,1063px,103%,20211201
nz punk,"rgb(223, 83, 52)",8023px,297px,100%,20211201
lovecraftian metal,"rgb(209, 83, 136)",8318px,161px,100%,20211201
new jersey underground rap,"rgb(155, 145, 2)",9900px,1074px,101%,20211201
dancehall colombiano,"rgb(183, 136, 4)",4413px,1187px,100%,20211201
ukrainian classical piano,"rgb(30, 161, 186)",20299px,376px,100%,20211201
ugandan traditional,"rgb(105, 140, 49)",15846px,1046px,100%,20211201
jump blues,"rgb(106, 129, 29)",16190px,978px,101%,20211201
honky tonk,"rgb(90, 145, 5)",15344px,863px,101%,20211201
swedish fiddle,"rgb(72, 175, 88)",17934px,408px,100%,20211201
pop flamenco,"rgb(171, 132, 6)",9512px,856px,105%,20211201
folklore peruano,"rgb(142, 142, 16)",13132px,961px,101%,20211201
swedish americana,"rgb(117, 150, 28)",13179px,482px,101%,20211201
folklore chileno,"rgb(126, 138, 12)",13339px,914px,100%,20211201
azeri traditional,"rgb(114, 148, 69)",14622px,657px,101%,20211201
connecticut hardcore,"rgb(227, 83, 40)",8860px,307px,100%,20211201
singaporean singer-songwriter,"rgb(114, 154, 12)",12503px,588px,101%,20211201
bahamian folk,"rgb(87, 143, 60)",17432px,1137px,100%,20211201
rap tunisien,"rgb(156, 146, 11)",8715px,1048px,102%,20211201
brazilian stoner rock,"rgb(203, 102, 83)",8417px,294px,100%,20211201
rap inde,"rgb(181, 125, 15)",10905px,1039px,102%,20211201
korean classical piano,"rgb(37, 162, 210)",19468px,525px,100%,20211201
greek clarinet,"rgb(126, 150, 70)",14422px,503px,100%,20211201
uk worship,"rgb(144, 140, 11)",7898px,345px,101%,20211201
virgin islands reggae,"rgb(160, 140, 9)",7879px,1120px,101%,20211201
salsa choke,"rgb(196, 133, 1)",3238px,1213px,101%,20211201
afghan rap,"rgb(175, 136, 24)",6306px,1116px,101%,20211201
reggaeton flow,"rgb(187, 143, 6)",3423px,1184px,112%,20211201
texas country,"rgb(129, 140, 12)",11636px,722px,106%,20211201
rabindra sangeet,"rgb(80, 159, 31)",17300px,562px,100%,20211201
frenchcore,"rgb(238, 89, 76)",2643px,588px,101%,20211201
irish neo-traditional,"rgb(111, 161, 51)",14436px,523px,100%,20211201
neo-traditional country,"rgb(128, 147, 13)",9774px,701px,101%,20211201
salsa cristiana,"rgb(181, 141, 8)",9711px,1022px,100%,20211201
bluegrass fiddle,"rgb(117, 152, 112)",14361px,617px,100%,20211201
classical guitar duo,"rgb(41, 173, 200)",19573px,967px,100%,20211201
acoustic pop,"rgb(122, 150, 11)",11920px,569px,107%,20211201
cuatro venezolano,"rgb(138, 147, 68)",14063px,1009px,100%,20211201
modern indie folk,"rgb(99, 158, 33)",13757px,574px,101%,20211201
nz folk,"rgb(116, 150, 19)",12945px,579px,100%,20211201
german rockabilly,"rgb(199, 109, 19)",10228px,745px,100%,20211201
israeli mediterranean,"rgb(170, 139, 8)",7554px,643px,102%,20211201
indonesian indie rock,"rgb(185, 123, 68)",5253px,324px,100%,20211201
nz hardcore,"rgb(228, 80, 48)",7014px,229px,100%,20211201
japanese metalcore,"rgb(232, 79, 36)",4255px,213px,101%,20211201
new wave of osdm,"rgb(225, 64, 173)",9971px,94px,100%,20211201
brutal death metal,"rgb(234, 55, 131)",9810px,166px,102%,20211201
danish metal,"rgb(224, 82, 81)",6168px,191px,102%,20211201
early music choir,"rgb(32, 164, 33)",19943px,108px,100%,20211201
german metalcore,"rgb(229, 83, 43)",4267px,202px,101%,20211201
punk melodico chileno,"rgb(225, 93, 24)",7849px,277px,100%,20211201
danish death metal,"rgb(233, 70, 130)",6078px,159px,100%,20211201
danish indie,"rgb(153, 136, 69)",8046px,527px,100%,20211201
deep space rock,"rgb(163, 124, 135)",10191px,339px,100%,20211201
experimental guitar,"rgb(92, 139, 171)",15553px,564px,100%,20211201
louvor,"rgb(92, 156, 34)",13525px,569px,101%,20211201
scottish drill,"rgb(158, 130, 16)",10268px,1063px,100%,20211201
military band,"rgb(82, 128, 175)",17644px,583px,100%,20211201
classical tuba,"rgb(28, 165, 214)",19622px,484px,100%,20211201
japanoise,"rgb(191, 55, 127)",11745px,294px,100%,20211201
men chika,"rgb(201, 122, 7)",3106px,695px,101%,20211201
french dnb,"rgb(213, 134, 158)",1994px,957px,100%,20211201
australian dance,"rgb(192, 127, 61)",2441px,852px,107%,20211201
tribute,"rgb(127, 152, 109)",8703px,717px,100%,20211201
indian lo-fi,"rgb(115, 154, 96)",9450px,822px,101%,20211201
folktronica,"rgb(125, 144, 103)",10228px,653px,102%,20211201
santa fe indie,"rgb(131, 141, 76)",11364px,550px,100%,20211201
nordic soundtrack,"rgb(65, 156, 189)",14075px,281px,101%,20211201
cuban electronic,"rgb(203, 123, 143)",1745px,953px,100%,20211201
video game music,"rgb(90, 147, 198)",11710px,282px,106%,20211201
bass trip,"rgb(146, 135, 74)",7640px,939px,100%,20211201
progressive breaks,"rgb(184, 144, 204)",871px,1085px,100%,20211201
calming instrumental,"rgb(44, 172, 190)",16452px,936px,104%,20211201
musica ponta-grossense,"rgb(176, 123, 24)",7285px,662px,100%,20211201
antiviral pop,"rgb(172, 128, 44)",5379px,848px,103%,20211201
chilean hardcore,"rgb(210, 101, 24)",5551px,516px,101%,20211201
vienna indie,"rgb(155, 135, 39)",7579px,609px,101%,20211201
bhutanese pop,"rgb(99, 156, 77)",12872px,805px,100%,20211201
lagu iban,"rgb(144, 143, 42)",5227px,773px,100%,20211201
atmospheric sludge,"rgb(178, 113, 164)",9481px,224px,100%,20211201
neotango,"rgb(134, 144, 94)",6493px,953px,100%,20211201
musica de fondo,"rgb(60, 122, 197)",17009px,202px,103%,20211201
disney polska,"rgb(107, 125, 14)",13144px,978px,100%,20211201
miami bass,"rgb(153, 132, 70)",1639px,1241px,100%,20211201
brass quintet,"rgb(42, 166, 211)",19150px,543px,100%,20211201
dark jazz,"rgb(86, 145, 174)",13720px,362px,101%,20211201
deep uplifting trance,"rgb(210, 123, 126)",1441px,747px,100%,20211201
polish reggae,"rgb(186, 124, 19)",4889px,861px,101%,20211201
indie boliviano,"rgb(153, 140, 61)",6316px,750px,100%,20211201
deep eurodance,"rgb(182, 133, 84)",2128px,988px,100%,20211201
aussietronica,"rgb(177, 139, 69)",2931px,889px,104%,20211201
korean electropop,"rgb(151, 144, 83)",6116px,709px,101%,20211201
wave,"rgb(157, 151, 151)",4295px,574px,102%,20211201
mexican edm,"rgb(196, 134, 109)",1797px,1076px,101%,20211201
kiwi rock,"rgb(178, 121, 44)",6626px,490px,102%,20211201
sardinia indie,"rgb(171, 125, 80)",7211px,488px,100%,20211201
solipsynthm,"rgb(176, 136, 87)",2455px,771px,100%,20211201
hull indie,"rgb(176, 119, 44)",7997px,452px,100%,20211201
dance rock,"rgb(196, 114, 42)",2630px,712px,108%,20211201
mexican indie,"rgb(171, 132, 41)",4771px,686px,105%,20211201
sinhala edm,"rgb(199, 138, 99)",2250px,885px,100%,20211201
post-punk,"rgb(178, 104, 72)",9724px,477px,105%,20211201
old school hard trance,"rgb(210, 121, 166)",1137px,1018px,100%,20211201
musica sarda,"rgb(122, 141, 18)",14026px,625px,101%,20211201
moldovan pop,"rgb(197, 130, 32)",3925px,747px,101%,20211201
indie soul,"rgb(148, 140, 78)",6418px,955px,112%,20211201
italian jazz fusion,"rgb(129, 141, 149)",11327px,829px,100%,20211201
english renaissance,"rgb(32, 166, 108)",19561px,345px,100%,20211201
waiata mo tamariki,"rgb(99, 154, 7)",12131px,951px,100%,20211201
glitchbreak,"rgb(209, 108, 146)",3687px,490px,101%,20211201
boy pop,"rgb(131, 142, 19)",10084px,730px,100%,20211201
leon gto indie,"rgb(180, 130, 32)",6454px,606px,100%,20211201
south african alternative,"rgb(160, 135, 40)",6104px,818px,102%,20211201
portuguese indie,"rgb(140, 142, 68)",9176px,620px,100%,20211201
pinoy edm,"rgb(192, 134, 58)",2604px,914px,100%,20211201
karaoke,"rgb(130, 152, 117)",3395px,854px,100%,20211201
ethereal gothic,"rgb(153, 136, 85)",6233px,444px,100%,20211201
tzadik,"rgb(74, 140, 133)",16401px,521px,100%,20211201
hengelliset laulut,"rgb(48, 165, 71)",18475px,382px,100%,20211201
garage punk blues,"rgb(179, 99, 66)",11538px,712px,100%,20211201
azontobeats,"rgb(193, 132, 7)",7460px,1009px,104%,20211201
kentucky mountain folk,"rgb(79, 154, 55)",18225px,906px,100%,20211201
hardcore punk,"rgb(222, 70, 45)",10093px,282px,103%,20211201
argentine hardcore,"rgb(215, 85, 35)",10546px,364px,100%,20211201
rap siciliano,"rgb(176, 135, 8)",7816px,957px,101%,20211201
rap kreyol,"rgb(177, 133, 5)",8900px,1072px,100%,20211201
trap catala,"rgb(160, 148, 6)",8617px,1074px,101%,20211201
spanish stoner rock,"rgb(191, 116, 82)",7480px,275px,100%,20211201
spanish black metal,"rgb(213, 58, 142)",9089px,58px,100%,20211201
banda,"rgb(148, 139, 12)",10598px,992px,110%,20211201
rap genovese,"rgb(170, 147, 2)",7522px,999px,102%,20211201
hip hop galsen,"rgb(177, 132, 3)",10389px,1096px,100%,20211201
nisiotika,"rgb(135, 147, 15)",14149px,620px,100%,20211201
venezuelan hip hop,"rgb(179, 129, 7)",10770px,1089px,103%,20211201
trap latino,"rgb(191, 142, 3)",3145px,1175px,127%,20211201
arpa grande,"rgb(167, 136, 8)",11252px,953px,100%,20211201
rave funk,"rgb(180, 128, 11)",6317px,1350px,102%,20211201
dansei seiyu,"rgb(195, 114, 17)",4110px,479px,100%,20211201
piada,"rgb(157, 110, 7)",15013px,1164px,100%,20211201
remix product,"rgb(225, 113, 27)",1414px,789px,100%,20211201
forro de favela,"rgb(178, 146, 0)",7715px,926px,103%,20211201
metal baiano,"rgb(223, 71, 100)",9187px,200px,100%,20211201
russian oi,"rgb(229, 87, 27)",5947px,335px,100%,20211201
norwegian americana,"rgb(127, 148, 13)",12390px,530px,100%,20211201
pinoy singer-songwriter,"rgb(98, 157, 11)",12921px,662px,101%,20211201
anthem worship,"rgb(144, 142, 14)",8296px,330px,106%,20211201
j-idol,"rgb(219, 112, 46)",2220px,482px,102%,20211201
lagu jambi,"rgb(191, 141, 25)",3819px,787px,100%,20211201
emo,"rgb(196, 107, 30)",7187px,335px,107%,20211201
swedish melodic rock,"rgb(203, 108, 15)",4401px,328px,101%,20211201
norwegian doom metal,"rgb(178, 118, 86)",9446px,213px,100%,20211201
belarusian metal,"rgb(212, 87, 129)",5725px,166px,100%,20211201
somali pop,"rgb(168, 139, 9)",5584px,1081px,100%,20211201
gumbe,"rgb(172, 136, 22)",7447px,1048px,100%,20211201
drill italiana,"rgb(159, 148, 4)",7510px,1041px,101%,20211201
rap montrealais,"rgb(152, 147, 5)",7942px,1072px,101%,20211201
cinematic post-rock,"rgb(116, 149, 201)",10681px,213px,100%,20211201
industrial black metal,"rgb(213, 67, 128)",5960px,145px,100%,20211201
chinese classical performance,"rgb(33, 165, 192)",19696px,368px,100%,20211201
polca paraguaya,"rgb(98, 157, 92)",16428px,896px,100%,20211201
western americana,"rgb(130, 142, 13)",12515px,666px,101%,20211201
punk catala,"rgb(216, 98, 16)",5809px,432px,100%,20211201
eritrean pop,"rgb(164, 135, 22)",9290px,863px,100%,20211201
street punk espanol,"rgb(226, 87, 13)",8186px,400px,100%,20211201
university choir,"rgb(44, 145, 49)",19549px,191px,100%,20211201
jug band,"rgb(69, 148, 43)",19057px,1041px,100%,20211201
japanese punk rock,"rgb(224, 85, 19)",6233px,301px,102%,20211201
pop venezolano,"rgb(182, 143, 2)",5777px,1081px,105%,20211201
trap baiano,"rgb(137, 154, 4)",8152px,1057px,102%,20211201
uk diy punk,"rgb(220, 86, 27)",8145px,301px,100%,20211201
drill francais,"rgb(148, 150, 3)",5547px,1148px,103%,20211201
dangdut koplo,"rgb(179, 148, 10)",5616px,814px,102%,20211201
folclore extremeno,"rgb(133, 134, 21)",12366px,896px,100%,20211201
louisiana metal,"rgb(207, 88, 93)",10767px,184px,100%,20211201
lagu madura,"rgb(207, 136, 27)",3938px,771px,100%,20211201
reggaeton colombiano,"rgb(187, 145, 1)",3185px,1150px,112%,20211201
musica ecuatoguineana,"rgb(166, 136, 6)",10280px,1024px,100%,20211201
german stoner rock,"rgb(182, 116, 100)",10645px,260px,100%,20211201
hypnosis mic,"rgb(196, 107, 15)",5925px,953px,100%,20211201
hardingfele,"rgb(66, 172, 105)",18252px,324px,100%,20211201
jazz brass,"rgb(79, 151, 114)",17127px,846px,100%,20211201
cape verdean folk,"rgb(135, 143, 9)",12403px,861px,100%,20211201
british math rock,"rgb(183, 120, 110)",10118px,436px,100%,20211201
cape breton folk,"rgb(130, 152, 54)",14719px,574px,100%,20211201
musique peule,"rgb(143, 135, 37)",12379px,947px,100%,20211201
deep ccm,"rgb(124, 147, 32)",10718px,322px,103%,20211201
irish experimental electronic,"rgb(158, 134, 179)",4988px,780px,100%,20211201
canadian metalcore,"rgb(235, 73, 58)",4834px,195px,101%,20211201
cosmic death metal,"rgb(231, 62, 173)",9554px,152px,100%,20211201
brazilian heavy metal,"rgb(228, 84, 56)",4995px,220px,100%,20211201
symphonic death metal,"rgb(215, 89, 102)",5701px,148px,100%,20211201
gregorian chant,"rgb(33, 172, 57)",19150px,138px,100%,20211201
melodic metalcore,"rgb(232, 76, 45)",5564px,213px,108%,20211201
new york death metal,"rgb(229, 57, 159)",10632px,145px,100%,20211201
german thrash metal,"rgb(236, 67, 61)",6941px,220px,100%,20211201
marcha funebre,"rgb(144, 101, 136)",15450px,147px,100%,20211201
irish pub song,"rgb(102, 143, 12)",14806px,800px,101%,20211201
early american folk,"rgb(74, 161, 71)",16560px,727px,100%,20211201
schrammelmusik,"rgb(69, 158, 81)",17908px,816px,100%,20211201
finnish edm,"rgb(206, 130, 139)",1361px,800px,101%,20211201
peruvian indie,"rgb(157, 138, 49)",7200px,737px,101%,20211201
jumpstyle,"rgb(215, 111, 118)",1216px,1033px,100%,20211201
deep liquid bass,"rgb(200, 138, 174)",1612px,1103px,100%,20211201
papuan traditional,"rgb(74, 145, 25)",16453px,559px,100%,20211201
lo-fi brasileiro,"rgb(101, 149, 165)",11178px,1020px,101%,20211201
navajo,"rgb(43, 167, 87)",16678px,805px,100%,20211201
tajik traditional,"rgb(58, 152, 70)",18132px,928px,100%,20211201
irish dance,"rgb(105, 165, 86)",10474px,856px,100%,20211201
dragspel,"rgb(105, 154, 108)",13844px,818px,100%,20211201
anarcho-punk,"rgb(197, 87, 52)",10967px,424px,100%,20211201
afrikaans folk,"rgb(122, 150, 22)",11948px,780px,100%,20211201
russian synthpop,"rgb(180, 135, 73)",2429px,775px,101%,20211201
japanese indie pop,"rgb(150, 138, 64)",8236px,650px,101%,20211201
spacewave,"rgb(172, 150, 176)",2548px,525px,101%,20211201
korean city pop,"rgb(153, 142, 40)",6232px,833px,101%,20211201
bahai,"rgb(160, 137, 18)",6481px,1013px,100%,20211201
comedy rap,"rgb(156, 122, 12)",6817px,1123px,102%,20211201
japanese contemporary classical,"rgb(38, 154, 161)",18146px,372px,100%,20211201
israeli traditional,"rgb(86, 151, 41)",16375px,759px,100%,20211201
psychedelic hip hop,"rgb(163, 124, 55)",8303px,856px,103%,20211201
tassie indie,"rgb(137, 139, 99)",11004px,482px,100%,20211201
deep hardcore punk,"rgb(207, 85, 51)",10955px,400px,100%,20211201
nubian traditional,"rgb(136, 134, 60)",12168px,912px,100%,20211201
indonesian viral pop,"rgb(199, 144, 39)",2612px,1067px,102%,20211201
belgian indie rock,"rgb(166, 123, 84)",7973px,430px,100%,20211201
drumfunk,"rgb(204, 133, 176)",1639px,1033px,101%,20211201
detske pesnicky,"rgb(125, 147, 8)",11377px,1054px,100%,20211201
experimental r&b,"rgb(133, 146, 56)",8984px,745px,101%,20211201
uk post-punk,"rgb(184, 106, 78)",6895px,548px,104%,20211201
meme rap,"rgb(152, 143, 17)",6141px,1065px,107%,20211201
japanese beats,"rgb(152, 128, 107)",11314px,1005px,100%,20211201
progressive house,"rgb(207, 125, 116)",1758px,752px,110%,20211201
new isolationism,"rgb(111, 134, 187)",11969px,362px,101%,20211201
abstract,"rgb(107, 135, 174)",11946px,579px,100%,20211201
deep free jazz,"rgb(86, 136, 111)",16348px,717px,100%,20211201
